chr1	2920237	2920259	HAR_1
chr1	3012056	3012516	HAR_2
chr1	3169939	3170064	HAR_3
chr1	3173190	3173325	HAR_4
chr1	3368816	3368971	HAR_5
chr1	7250645	7250765	HAR_6
chr1	7591204	7591476	HAR_7
chr1	7999973	8000320	HAR_8
chr1	10528873	10529210	HAR_9
chr1	10713034	10713476	HAR_10
chr1	11447876	11448007	HAR_11
chr1	19341806	19342441	HAR_12
chr1	19361591	19362161	HAR_13
chr1	20386867	20387046	HAR_14
chr1	23434526	23434621	HAR_15
chr1	25561377	25561394	HAR_16
chr1	26983126	26983454	HAR_17
chr1	28063974	28064067	HAR_18
chr1	30349980	30350125	HAR_19
chr1	34621803	34622030	HAR_20
chr1	35747987	35748135	HAR_21
chr1	36864061	36864180	HAR_22
chr1	36927218	36927460	HAR_23
chr1	37979601	37979949	HAR_24
chr1	37988967	37989323	HAR_25
chr1	38222234	38222584	HAR_26
chr1	38789476	38789645	HAR_27
chr1	41701149	41701339	HAR_28
chr1	42813336	42813548	HAR_29
chr1	44019475	44019732	HAR_30
chr1	44252362	44252762	HAR_31
chr1	44274075	44274540	HAR_32
chr1	44416189	44416308	HAR_33
chr1	44436480	44436755	HAR_34
chr1	44631923	44632087	HAR_35
chr1	46278109	46278161	HAR_36
chr1	46576103	46576123	HAR_37
chr1	48499475	48499878	HAR_38
chr1	48617088	48617238	HAR_39
chr1	48888083	48888300	HAR_40
chr1	49016279	49016443	HAR_41
chr1	50612458	50612659	HAR_42
chr1	50696785	50697211	HAR_43
chr1	53327874	53327912	HAR_44
chr1	53526846	53526895	HAR_45
chr1	54259707	54259997	HAR_46
chr1	55738516	55738818	HAR_47
chr1	56324119	56324137	HAR_48
chr1	56719267	56719457	HAR_49
chr1	57162779	57162857	HAR_50
chr1	57181380	57181561	HAR_51
chr1	57253781	57254184	HAR_52
chr1	57600841	57600943	HAR_53
chr1	57603648	57603921	HAR_54
chr1	57659253	57659440	HAR_55
chr1	57998954	57998968	HAR_56
chr1	60175750	60176001	HAR_57
chr1	60983683	60983817	HAR_58
chr1	61171951	61172226	HAR_59
chr1	61245236	61245436	HAR_60
chr1	61297032	61297513	HAR_61
chr1	61524109	61524426	HAR_62
chr1	62918642	62919059	HAR_63
chr1	62998878	62999868	HAR_64
chr1	63087861	63088118	HAR_65
chr1	63788714	63789022	HAR_66
chr1	64125015	64125513	HAR_67
chr1	64550171	64550467	HAR_68
chr1	65077509	65077635	HAR_69
chr1	68692933	68693037	HAR_70
chr1	69144410	69144517	HAR_71
chr1	69614594	69614727	HAR_72
chr1	70718997	70719587	HAR_73
chr1	71196931	71197360	HAR_74
chr1	71788298	71788577	HAR_75
chr1	72413875	72414201	HAR_76
chr1	73896041	73896178	HAR_77
chr1	74068871	74068986	HAR_78
chr1	74694585	74694794	HAR_79
chr1	74911289	74911467	HAR_80
chr1	76140155	76140176	HAR_81
chr1	79020600	79020939	HAR_82
chr1	79193495	79193755	HAR_83
chr1	79292154	79292274	HAR_84
chr1	80453418	80453546	HAR_85
chr1	80545735	80545885	HAR_86
chr1	80818014	80818217	HAR_87
chr1	80908188	80908308	HAR_88
chr1	80990486	80990543	HAR_89
chr1	81028401	81028736	HAR_90
chr1	81158067	81158205	HAR_91
chr1	81203339	81203468	HAR_92
chr1	81598767	81599134	HAR_93
chr1	82031937	82032071	HAR_94
chr1	82755214	82755523	HAR_95
chr1	82765306	82765335	HAR_96
chr1	82765403	82765587	HAR_97
chr1	82986012	82986272	HAR_98
chr1	83405679	83406228	HAR_99
chr1	83503702	83504076	HAR_100
chr1	83745787	83746288	HAR_101
chr1	87252477	87252747	HAR_102
chr1	87356242	87356501	HAR_103
chr1	87369780	87370173	HAR_104
chr1	87610196	87610438	HAR_105
chr1	87795957	87796207	HAR_106
chr1	87820275	87821035	HAR_107
chr1	87927396	87927706	HAR_108
